name,cuisines,rest_type,rate,dollar_sign,restaurant_value,x,y
Brooks and Bonds Brewery,Continental,CasualDining,4.4,3,5,-1.642650649682696,-0.3553949192914442
Narmadha's Hyderabad Biriyani,Biryani,CasualDining,3.9,2,3,1.6255802282081881,-1.337543277037487
Gods Own Cafe,SouthIndian,QuickBites,4.4,1,3,1.1723496859993345,-0.6823223529266302
Tim Tai,Chinese,CasualDining,4.4,3,5,-0.01367667019645339,0.2794709494184777
Garage Food Company,Chinese,QuickBites,3.8,1,2,-0.667897726885987,1.348830435559122
Eat N Drink,FastFood,QuickBites,3.8,1,2,0.40840842477361694,1.1086530373039027
Malabar Treat,NorthIndian,QuickBites,3.4,2,1,-0.33417372387067396,0.4431841597233112
Mini Adiga's,SouthIndian,QuickBites,2.8,1,0,-0.31612572047637916,0.07743346435660814
Swathi Maharaja,Andhra,CasualDining,3.7,2,2,-1.1242197464559107,0.6280286043453179
Sai Mango Tree,Biryani,CasualDining,3.6,2,2,-0.9557410713477644,0.990998561824428
Taj Darbar,Biryani,CasualDining,3.8,2,2,0.24839118632225274,1.9069648062088569
New Andhra Spice,Andhra,CasualDining,3.6,2,2,1.4351157825149423,-0.06324426540425515
Amaravati,NorthIndian,QuickBites,3.6,1,2,0.33360954548130095,-1.204315625399688
Elmas Restaurant,NorthIndian,CasualDining,3.4,2,1,-0.09622619407709335,-0.3794790482178518
The Sandwich Club,FastFood,QuickBites,3.9,1,3,0.8994620774704466,-1.7163901357792453
Vintage Shack,NorthIndian,CasualDining,3.9,2,3,0.5382112315583507,-0.40845937733646287
Zingron,Chinese,CasualDining,4.0,2,3,-0.3848651872878739,-0.9804040348494311
Magnolia,Chinese,CasualDining,4.1,2,3,-0.9986894704759586,0.6344009000389238
Tomago Roast,FastFood,QuickBites,3.0,1,0,-0.0705065858748371,1.3363462111349922
Champaran Spice,NorthIndian,QuickBites,3.4,1,1,0.11443213303691976,-2.3459086541370233
Drunkling - Sizzlers and Pub,Chinese,CasualDining,4.4,3,3,-1.640518561688368,0.07056863350090814
Khan Saab Hotel,NorthIndian,QuickBites,3.1,1,0,1.6139715675549176,1.1030734271512845
A.M New Punjab Food Corner,NorthIndian,QuickBites,3.0,1,0,-1.5495040528242918,2.5840857643192905
Bisimillah Biriyani's & Kebab's,Biryani,QuickBites,3.3,1,1,0.5907679912517858,0.4862753046579541
Swad 'E' Punjab,NorthIndian,CasualDining,3.6,2,2,0.35582486330041974,1.4552598905782994
Classic Biryani Hut,Biryani,QuickBites,3.4,1,1,0.20928213727414166,0.5339246490179813
Khan's Biryani,Biryani,QuickBites,3.0,1,0,-1.732183188491915,-0.2034962149918702
Sip N Bite,FastFood,QuickBites,3.3,1,1,0.8862548915021714,-0.6069339163507886
Hungry Lee,Chinese,QuickBites,4.1,2,3,0.7743778976229565,-0.5004403523569786
Cinnamon,NorthIndian,CasualDining,3.9,2,3,-1.1470232584164217,-0.0392459500319973
Singh Punjabi Dhaba,NorthIndian,QuickBites,3.8,1,2,-0.9242449883819231,-1.6065754607798732
Homely Curries & Pickles,Biryani,QuickBites,3.4,1,1,-0.4648356053671659,-1.6206055669020218
Kopper Kadai,NorthIndian,CasualDining,4.1,3,4,-0.12443551442116768,0.038114396887536164
Punjabi Daawat,NorthIndian,QuickBites,2.4,2,0,-0.9947147771369221,2.554362639048542
Borah's Kitchen,NorthIndian,QuickBites,3.3,1,1,-0.9212366627955156,1.9117138835269536
Kevins Kitchen,NorthIndian,QuickBites,3.7,1,2,-0.2169762993208033,-1.869009143235523
Yeti,FastFood,QuickBites,3.7,1,2,-0.08174968516982474,1.6930759695165067
The Biryani Story,Biryani,CasualDining,4.4,2,3,0.7071270776035903,-1.7112248942258235
Tasty Magic,Chinese,CasualDining,2.7,2,0,-1.0861996886879715,0.27081492651766076
Chettinad Food House,SouthIndian,QuickBites,3.1,1,0,0.8721167627984393,0.04537682155451514
Kaaka T Cafe,FastFood,QuickBites,3.0,1,0,0.3777918730994461,-0.7002416027119824
Melt,Continental,CasualDining,4.0,3,3,-0.6804662735299062,2.9111540381475023
Food Junction,NorthIndian,QuickBites,3.0,1,0,-0.7968183380297725,1.3156080205303964
New Grand Restaurant,NorthIndian,CasualDining,3.1,2,0,-0.15526813640042797,-1.0489179809209155
Durbar Greens Family Restaurant,NorthIndian,CasualDining,3.6,2,2,0.9100484787057703,-0.1727309651115591
Shaahi Mezbaan Restaurant,NorthIndian,QuickBites,3.1,1,0,-0.1294489217333673,-0.6580791621851462
Dash In,NorthIndian,CasualDining,3.1,2,0,0.8095633527678349,-0.7252648868042332
Bruncherz,NorthIndian,QuickBites,3.0,1,0,-0.23577325883085393,0.9115598104636038
Snaxup Restaurant,NorthIndian,QuickBites,3.0,1,0,-0.9192525531295471,-0.8647379100667022
Hunger Buds,NorthIndian,QuickBites,3.0,1,0,-0.7719283907196937,0.5924432488681138
Tummy Delight,NorthIndian,QuickBites,3.0,1,0,0.907597575229721,0.057503039431619704
Amaravati Grand,Chinese,CasualDining,3.4,2,1,0.8198933310319308,-0.11837576453208062
Momo Hut,Chinese,QuickBites,4.0,1,3,-0.013758853605358402,0.713164379916518
Bewiched,FastFood,QuickBites,3.4,1,1,-0.6839863303991925,-0.6464000861174557
Dine in Restaurant,SouthIndian,QuickBites,3.4,2,1,-1.0372949270570537,-0.7807319625287479
Top Foam Parantha Roll & Juice Centre,NorthIndian,QuickBites,3.0,1,0,2.5485412514028924,1.257381615925547
Ambur Azad Darbar,NorthIndian,QuickBites,3.2,1,1,-0.16667888858383412,0.49802191900614606
Amravathi Restaurants & Caterers,NorthIndian,QuickBites,3.1,1,0,-0.700758457758279,-0.1892697327540453
Brew Cafe,FastFood,QuickBites,3.2,1,1,0.2630324961584754,-0.6129717336506678
Desi Urbane,NorthIndian,QuickBites,3.6,1,2,-1.3171156364116186,-1.035929450379765
Foodies Club,SouthIndian,QuickBites,3.4,1,1,1.104769460936413,0.7271958409196378
What the Food,NorthIndian,QuickBites,3.6,1,2,-0.5955864835181621,0.7776309296156839
Around The Corner,NorthIndian,QuickBites,3.6,1,2,-1.1074392685088208,0.6548986322499932
Tandoor Hub & Golmaal Paratha,NorthIndian,QuickBites,3.2,1,1,1.8918781550854138,1.3239231696863398
So-Fat's Dosas,SouthIndian,QuickBites,3.8,1,2,-0.41084204790281426,-0.48504209952247335
Singh Da Dhaba,NorthIndian,QuickBites,3.3,1,1,-0.49635206650191954,1.2021211342335967
Two States,NorthIndian,QuickBites,3.4,1,1,-0.3148873969452117,0.8643950744361858
Adithya Family Restaurant,SouthIndian,QuickBites,3.7,1,2,-0.15964467280697803,0.5829748824264441
Ambur Biriyani Point,Biryani,QuickBites,3.6,1,2,-1.339118631523077,-1.2157560332271782
Gobi Gate,Chinese,QuickBites,3.2,1,1,-0.1861081666782745,0.14947764458822943
Shater Grill House,NorthIndian,CasualDining,3.0,2,0,0.8465497789497138,1.0994097497810502
Eaternet,NorthIndian,QuickBites,3.6,1,2,0.7828805127314259,1.748111055020621
Mongolian Kitchen,Chinese,QuickBites,3.8,2,2,0.7779400436696036,-0.0794715114555363
The Hidden Cafe,NorthIndian,QuickBites,3.9,1,3,1.224105481582378,-0.011169537730578997
Grill N Chill,NorthIndian,QuickBites,3.1,1,0,-2.408716639237264,0.44582578552997854
Hotel Archana Grand,Chinese,QuickBites,3.0,2,0,-1.0193636353997606,-0.2550824454603642
Chakh Le india,NorthIndian,QuickBites,3.2,1,1,0.17417571983159735,-0.9518855838472347
2nd Home Restaurant,SouthIndian,QuickBites,3.7,2,2,-0.07309524194268749,-2.613633070563331
Hello Brother Hotel,NorthIndian,QuickBites,3.4,1,1,-1.1632949632688603,0.5199951147491534
Wakeup Cafe,FastFood,QuickBites,3.4,1,1,0.6548909249035763,-1.0117359826352748
Chill-Um Cafe,Cafe,QuickBites,4.1,2,3,-1.1805659162915558,-2.0413772286100214
Kapoor's Biriyani,Biryani,QuickBites,3.3,1,1,-0.10820915278309576,-1.5680079930522712
Rollin,Continental,QuickBites,4.1,1,3,0.527499996471269,0.5122396927476619
Habitts,FastFood,QuickBites,3.7,1,2,0.1370364840366807,-1.0048669412379847
Al Habibi Restaurant,NorthIndian,QuickBites,3.0,1,0,-0.41657303419888025,-1.9069675735933813
Punjabi Chulha,NorthIndian,CasualDining,3.8,1,2,0.20680645845150591,-0.7649705052085175
Ghar Ka Khana,NorthIndian,QuickBites,3.7,1,2,1.1773681749289189,-1.4958918609589136
Hasini Foods,Andhra,QuickBites,2.9,1,0,1.126437868798831,-0.417676426059649
Kataria's Home Food,NorthIndian,QuickBites,3.1,1,0,0.5147616406202364,-1.1606818137633315
Royal View Restaurant,NorthIndian,CasualDining,3.7,2,2,-1.2422101890793582,0.6754784532367307
Ober Cafe,FastFood,QuickBites,3.0,1,0,-0.6632621747998875,-0.9558101508735151
Tawa,NorthIndian,QuickBites,3.4,1,1,0.018090303292141587,-0.061279061069642336
Nile Garden Restaurant,NorthIndian,CasualDining,2.6,2,0,1.5765624158445573,-0.46576944256333963
Big Wong XL,Chinese,CasualDining,4.0,3,3,-0.9331240896100331,-1.0663908646729943
Khawa Karpo,Chinese,QuickBites,4.3,1,4,-1.8058608214643317,-0.15388148455315903
Crave Bite,Chinese,QuickBites,3.6,1,2,-1.757555121592618,-1.5958645377310812
Dum & Oven,NorthIndian,CasualDining,3.7,2,2,-0.26188505151295527,0.8239249005444185
Now Momos,Chinese,QuickBites,3.4,1,1,0.11590875064928922,-0.2512657899572828
Kebarbiq,NorthIndian,CasualDining,4.0,2,3,-0.37030320470279077,1.4396169804907644
Pakiza Dilli Darbar Restaurant,Biryani,QuickBites,3.2,1,1,-0.7677280533215535,-1.4621894344015436
Intriicake,Bakery,QuickBites,3.8,1,2,-0.26398745306983257,1.1371306366350975
HungerLoft,NorthIndian,CasualDining,2.0,2,0,-0.5127890732451282,-0.13649986501555283
Subham Pal Kitchen,NorthIndian,QuickBites,3.3,1,1,-0.7484498782615858,0.011977772642913715
The Retro,Chinese,QuickBites,3.2,1,1,1.9290210012356934,0.5065293392892365
Raj Darbar,NorthIndian,CasualDining,3.7,2,2,-0.3690951673274408,1.3223704011986015
Akshaya Grand,NorthIndian,CasualDining,3.4,2,1,-0.230494028985019,-0.5168499936898558
Krishna Grand,SouthIndian,QuickBites,3.2,1,1,1.0202926697816344,0.4739964665789464
Namaste Kitchen,NorthIndian,CasualDining,3.8,1,2,-1.3329328282163142,0.3482548748786559
Royal Treat,NorthIndian,CasualDining,4.1,2,3,-0.3253069081109557,-0.6727214580573124
Moghul Durbar Restaurant,NorthIndian,CasualDining,4.0,2,3,-0.08910012157148785,0.15253968702432325
Indian Coffee House & Restaurant,SouthIndian,CasualDining,4.1,2,3,-0.3585398866002001,0.48925619826475425
Taj Durbar,NorthIndian,QuickBites,3.8,1,2,0.2024131854097043,-0.5365655856283097
Hyderabad Bawarchi,NorthIndian,CasualDining,3.9,2,3,-1.3491447496548215,-0.1273573917095089
Panjabi Dhaba,NorthIndian,QuickBites,3.2,1,1,2.1032358417937576,0.5605379449200955
Star Kitchen,Chinese,QuickBites,3.3,1,1,1.8727017216001562,-1.7192605934451706
Momos Corner,Chinese,QuickBites,3.3,1,1,0.31542128163530914,0.4145941205099176
Pai's Kitchen,SouthIndian,QuickBites,3.0,1,0,0.3029645384040977,-0.18543816740866434
UNIK Food,NorthIndian,QuickBites,3.3,1,1,-0.2618274909451133,-1.7947927263652597
Le Rosa Restaurant,NorthIndian,CasualDining,3.2,2,1,0.46111937974484296,0.41196926380806476
Mysore Carnival Restaurant,Chinese,QuickBites,3.8,1,2,-0.41503423421382213,-0.018012352195419558
Ronnie's Kitchen,Chinese,QuickBites,3.1,1,0,-0.1630494407087434,-0.7388648798030865
Indian Dhaba,NorthIndian,CasualDining,3.3,1,1,-0.7510718804558981,0.39991556224718494
Prakruthi Restaurant,Andhra,QuickBites,3.2,1,1,-1.0234114159179681,-1.6832042844390755
Grand Chillies,NorthIndian,QuickBites,3.4,1,1,0.8991700118292522,-0.541365104619552
Jodhpur Jaika,NorthIndian,QuickBites,3.3,1,1,0.29120996899226437,0.4330708545924188
Lets cafe,Chinese,QuickBites,3.0,1,0,-0.4153198512630266,-0.7759673095596787
The Denny's,NorthIndian,CasualDining,3.7,2,2,-0.6466863232137813,0.4440359485461513
Hotel Palace,Biryani,QuickBites,3.7,1,2,-0.6841060471761445,-0.1816787271715692
Tasty Khaana Khazana,NorthIndian,QuickBites,3.3,1,1,1.0058783976648826,0.03485310875801051
Aaranya Restaurant,NorthIndian,CasualDining,3.4,2,1,-0.29826896310600376,1.1028017832329469
Hot & Cold Hut,FastFood,QuickBites,3.0,1,0,0.8723105478378309,0.022721190091814662
Biryani Spot,SouthIndian,QuickBites,3.0,1,0,-1.2861889488475717,0.698193291821627
Shabari Kitchen,SouthIndian,QuickBites,3.0,1,0,-0.3291357037571528,-1.0792803248083673
#L-81 Cafe,FastFood,QuickBites,3.9,1,3,-0.7054284883060253,0.41200321733897
Hotel Tadaka House,NorthIndian,QuickBites,3.4,1,1,0.3559052463018769,-0.6003294805779056
Eat Sleep Eat Repeat,Chinese,QuickBites,3.0,1,0,-1.104094210127022,-1.9271416120112796
Aroma Fine Dine,NorthIndian,CasualDining,4.0,2,3,0.44369087525541595,0.21380919656731975
Jigarthanda,FastFood,QuickBites,3.6,1,2,-1.3882694040585866,-0.300987373912072
Shree Mithai,Desserts,QuickBites,3.3,1,1,0.6167301111988643,0.15273266763559865
Brother?s Bar & Kitchen,Chinese,CasualDining,3.4,3,1,1.4868508935279614,-0.36555018340807005
Zam Zam Darbar,NorthIndian,CasualDining,2.9,2,0,-0.7911856179137123,-1.4058407310900545
100ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ°C,Biryani,CasualDining,3.7,1,2,1.3652894972280725,-0.22044200674206826
Nanna Munna,NorthIndian,QuickBites,3.4,1,1,-0.6424431925482227,-0.5275224132029426
Bamboo Heights,Chinese,CasualDining,3.7,2,2,-0.7128066424095537,0.4353425379843354
New Limra Hotel,SouthIndian,QuickBites,3.4,1,1,-0.9612605135665162,0.255651600724602
Bangalore Star Biriyani,Biryani,QuickBites,3.4,1,1,1.3447229878498133,0.8812689175178989
Udupi Gokul Cafe,SouthIndian,QuickBites,3.8,1,2,0.48483481828185926,0.764992573961829
Namma Kadai,SouthIndian,QuickBites,3.4,1,1,-1.0219770742332763,-0.6566847177495326
Nellore Dosa Camp,Andhra,QuickBites,3.3,1,1,-0.4167297173138065,-0.528635168136714
Gangothri Kabab Corner,NorthIndian,QuickBites,3.1,1,0,1.2005832314453235,0.5454986289100219
Cafe 58,FastFood,QuickBites,3.4,1,1,-0.5608975785258493,-0.941790326404278
Sri Vishnupriya,SouthIndian,QuickBites,3.0,1,0,-0.344469734758544,0.49314599887844274
Aarya Pork Hotel,SouthIndian,QuickBites,3.3,1,1,1.6469281932123956,0.6592904784241694
Hotel Meed Cafe,NorthIndian,QuickBites,3.2,1,1,0.9824107572596639,0.9825305952211572
Sri Udupi Sagar,SouthIndian,QuickBites,3.0,1,0,0.025133176304459853,-0.13464132211223795
Basawa Hotel,SouthIndian,QuickBites,3.4,1,1,-1.4082552531853598,0.06091215996603292
Friend's Kitchen,SouthIndian,QuickBites,3.0,1,0,0.9544349080646538,-1.1041540819782047
South Side,SouthIndian,QuickBites,3.3,1,1,-0.6352694174439669,-0.24683397745017108
Hotel Mirchi Red,NorthIndian,QuickBites,3.0,1,0,-1.19259981592794,0.33277590552085873
Public - The Rooftop Bar And Kitchen,NorthIndian,CasualDining,4.3,3,4,-0.9863656772719024,-0.18332790046887942
JukeBox,Continental,CasualDining,3.9,3,3,0.0008788786165127906,0.17853500171665732
Uttar Karnataka Meals Restaurant,SouthIndian,QuickBites,3.7,1,2,0.1900085978616436,1.1601130809476268
IDC Kitchen,SouthIndian,QuickBites,4.2,1,3,-1.1117874274496877,0.5966818761159177
Atta Galata,Bakery,QuickBites,4.1,1,3,-1.1697459569890816,0.21043980889649067
Amaravathi Bar & Restaurant,NorthIndian,CasualDining,3.7,1,2,0.6533432511194087,0.03944356796858653
Nammura Upahara,SouthIndian,QuickBites,3.8,1,2,1.6453888272440742,1.4427780688954979
Raghavendra Upahara,SouthIndian,QuickBites,3.7,1,2,0.5059805034361298,0.012844309953142116
The Golden Spoon Restaurant Meat & Wine,Chinese,CasualDining,3.0,3,0,0.3714365886080165,-0.28581266486931495
SLV Restaurant,SouthIndian,QuickBites,4.2,1,3,0.022448920986047102,-1.3625959630840923
Bakimo,Continental,CasualDining,3.0,2,0,-0.31382767709259185,-1.430132408485638
Chai Chowk,Chinese,QuickBites,3.8,1,2,2.348140442065635,0.40281390712583415
Hotel Paradise,FastFood,QuickBites,3.3,1,1,-0.08670192008963887,1.114548557006909
Waikiki,FastFood,QuickBites,3.2,1,1,1.2515827365277077,-1.147670845260631
Ambur Biryani Hotel,Biryani,QuickBites,3.2,1,1,0.5217925510241158,2.1663080463012223
Dadaba's,FastFood,QuickBites,3.3,1,1,-1.5558223202839054,1.1619909461442788
Fahad Hotel,FastFood,QuickBites,3.3,1,1,-0.9028024714752427,0.5838108433444074
Krupa Sagar,NorthIndian,QuickBites,3.2,1,1,-1.2247201428390289,1.7687173762258093
Egg House,Continental,QuickBites,2.9,1,0,1.427096144356781,-1.302952524597241
Rolls On Wheel,FastFood,QuickBites,3.0,1,0,0.38706699001001205,-0.5918092148174614
Jayanthi Sagar,SouthIndian,QuickBites,3.1,1,0,-0.9582922598960135,-0.2829448093098901
Biryani Point,Biryani,QuickBites,3.2,1,1,-0.6192273489112625,-1.6564376554804536
Sulaimani Chai,FastFood,QuickBites,3.8,1,2,-0.01748469207229099,-0.550388803128426
Coastal Creek,NorthIndian,CasualDining,3.3,2,1,0.40290820324054466,0.9013948585895181
Caferia,FastFood,QuickBites,3.3,1,1,-0.6473591557465269,-0.8072414748651386
Samrat Restaurant,SouthIndian,CasualDining,4.1,2,3,0.3524726355545672,-1.6361562384674133
CAMP TANDOOR,NorthIndian,QuickBites,3.7,1,2,1.3938508708483028,0.04213723388618083
Aroma Of Asia,FastFood,QuickBites,3.9,1,3,-1.5033227062465464,-0.8229550215872107
Grand Spicy Restaurant,NorthIndian,CasualDining,3.6,2,2,0.0004048102329691243,2.616796493890875
Lickity Garden,Continental,CasualDining,3.2,2,1,0.1569399959615242,-0.5107460490246613
Shanthi Sagar Deluxe,SouthIndian,CasualDining,2.7,2,0,-0.5960092957277948,0.9862307130031802
Spicy Restaurant,NorthIndian,QuickBites,3.0,1,0,-1.8046539515004416,0.2780788651945655
Kinara Tiffany,SouthIndian,QuickBites,3.6,1,2,1.6472914180391205,0.13820175010807498
Ganesh Food Joint,SouthIndian,QuickBites,3.7,1,2,-0.49130142172754143,0.6185464377900478
Tasty King,SouthIndian,QuickBites,3.4,1,1,-0.5614308600570317,0.2914018182831872
Lazeez Xpress,NorthIndian,QuickBites,3.4,2,1,-0.6613544237520612,-0.47700190894626
Chowmein,NorthIndian,CasualDining,4.0,2,3,-0.03360125664756188,1.2697240584646057
Curries And Pickles,Andhra,QuickBites,3.8,1,2,-0.783084982150506,0.17689001820093903
Arina's,FastFood,QuickBites,3.3,1,1,-0.9949769896285191,0.4533157922821184
Calcutta Chats,NorthIndian,QuickBites,3.6,1,2,0.6794355745827702,0.8728908355016526
Halli Mane Food Court,SouthIndian,QuickBites,3.0,1,0,0.951864610828935,1.5573866477443419
Lobby Cafe - Radha Regent,Continental,CasualDining,3.7,3,2,-0.5435025053538675,-2.282710212924456
Time Traveller - Sai Vishram,Continental,CasualDining,4.2,3,4,-1.3474789484790228,-0.08804920584117162
Bazaar - Zone By The Park,Continental,CasualDining,4.0,3,3,2.151392870193826,0.2576594767980215
Melange - Hotel Ekaa,NorthIndian,CasualDining,3.2,2,1,-0.4099850378664082,0.5316043483247943
Spotlight - The Golden Tulip,NorthIndian,CasualDining,2.0,2,0,-1.0457954550467674,-0.9592816063865179
Ritz,NorthIndian,CasualDining,3.0,2,0,-0.6322634600503367,-0.03285109056509525
It's Mirchi - Ramee Guestline Hotels,Continental,CasualDining,3.1,3,0,0.5259691630074417,-0.5187745212488768
The Dining Table - Sahar Pavillion,Chinese,CasualDining,3.7,3,2,-1.0341258857009543,1.6330820696388877
Seven Spices - Manipal County,NorthIndian,CasualDining,2.8,2,0,-0.7485523548339847,1.3006893935633097
Brunch & Munch - Hotel Millennium Plaza,NorthIndian,CasualDining,3.0,3,0,-1.2564123623322285,-1.1732498067129447
Sitaar,NorthIndian,CasualDining,3.8,2,2,0.28195089780921645,-1.5166311394739482
Delhi Base Sri Food Court,NorthIndian,QuickBites,3.9,1,3,0.935788305465879,0.03524243934043252
Wakhra Swaad,NorthIndian,QuickBites,3.4,1,1,-0.38604090761923,-1.0897083228462268
Indian Food Court,NorthIndian,QuickBites,3.8,1,2,-0.9901616215650627,0.10790215758044186
Maa Reddy's Hyderabadi Biryani House,Biryani,QuickBites,3.0,2,0,0.5553778803980045,0.1574948144698557
New Punjabi Food Corner,NorthIndian,QuickBites,4.0,2,4,-0.05597454920627202,2.1472254639490163
Popular Burger,FastFood,QuickBites,4.1,1,3,-1.1026675377230886,0.4848937631074815
Amaravathi Mess,Andhra,QuickBites,3.6,1,2,-0.757907452934519,1.2590533584737573
Godavari Delights,Andhra,CasualDining,3.0,2,0,-0.990708772884787,-0.6242513196344093
Dine Garden Family Restaurant,Biryani,QuickBites,3.0,1,0,-1.8717673531382795,0.6569679837597108
Biryani Darbar,Biryani,CasualDining,3.6,2,2,0.9197561257850138,-0.7822553438057235
King,NorthIndian,QuickBites,3.7,1,2,1.4410076558310114,0.577197730343103
New Udupi Palace,SouthIndian,QuickBites,3.8,1,2,-0.6549916784030161,-0.9651656575749612
Pallavi Restaurant,Biryani,CasualDining,3.8,2,3,-0.47503455947503753,0.07570877921806018
Foodies Family Restaurant,NorthIndian,QuickBites,3.4,1,1,-0.6814511339702213,0.4473557896853508
Kolkata Kitchen,NorthIndian,QuickBites,3.2,1,1,-0.13299873908471102,0.2634078417893493
4Foodiez,SouthIndian,QuickBites,3.7,1,2,1.0858746047589531,-0.8317809219691598
Salted Chilli,Biryani,CasualDining,3.7,2,2,0.037276973778521565,0.32884668303002307
Hot Attack,NorthIndian,QuickBites,3.6,1,2,0.6824240704956349,0.4581376008699388
China Garden,Chinese,QuickBites,3.6,1,2,-1.1526186491894488,0.06517770278379852
Sri Manjunatha Foods,SouthIndian,QuickBites,3.6,1,2,-0.29360756777216795,-0.8413025735680154
Foodies Express,Chinese,QuickBites,3.7,1,2,-0.5701243155079219,-0.6762626863094828
Nainital North Indian Restaurant,NorthIndian,QuickBites,3.0,1,0,-0.2852254692883626,0.9987486362474539
Pure Punjabi,Chinese,QuickBites,3.4,1,1,0.7529697011137337,-0.09350046365701839
7 Days Restaurant,NorthIndian,QuickBites,3.8,1,3,1.2065621542502596,0.2029737549199485
Lakshmi Rayalaseema Ruchilu,Biryani,CasualDining,3.0,2,0,0.18576260523947924,0.974080683779446
Pimento,Chinese,QuickBites,3.7,1,2,0.7343464656759979,-0.8280365364816547
Ruchi Sagar,SouthIndian,QuickBites,4.0,1,3,0.7481255953344281,0.5738880155150223
New Andhra House,Andhra,CasualDining,3.7,1,2,-0.4899790880823851,0.4872183299679933
Andhra Food Cafe (AFC),Andhra,QuickBites,3.3,1,1,-2.08225248766063,-0.9763424103686805
India Garden,NorthIndian,CasualDining,3.3,2,1,0.2521093042215854,0.8773010173094843
Royal Bengal Corner,Chinese,QuickBites,3.8,1,2,0.3485856555831916,0.7270371062785168
Food Ras,NorthIndian,CasualDining,4.3,2,4,-0.8246228264730443,-2.4816825124593285
Notebook Food Court,Chinese,QuickBites,4.0,1,3,0.7386021706694009,0.694607478979879
11 to 11 Express Biriyanis,Biryani,QuickBites,3.0,1,0,-0.32928254295890524,-0.5597698617994286
Magic Bowl,NorthIndian,CasualDining,3.6,2,2,-0.9040133253668658,-0.08615266346185235
Maa Tara Hotel,Chinese,QuickBites,3.8,1,2,1.1249584114617837,-0.5627071886682297
Volga Restaurant,NorthIndian,CasualDining,3.7,2,2,-0.16627230734802506,-1.4133898600460069
The Elaichi Restaurant,NorthIndian,CasualDining,3.6,2,2,-0.5702771086535291,-0.4519909938926
Chai Cafe,FastFood,QuickBites,3.6,1,2,2.637887939376804,-0.6227180773799463
Sila Restaurant,Chinese,CasualDining,3.8,2,3,0.1929889103764944,0.42001591158451523
VMS Star Biriyani,Biryani,CasualDining,3.2,2,1,-1.241837170775169,-0.8766501293989795
Parampara - The Veg Kitchen,NorthIndian,QuickBites,3.7,1,2,1.5766186341581845,-1.564411301563921
Kettle On,FastFood,QuickBites,3.7,1,2,1.1234812906682046,0.055945222560937265
Cafe Palnad,SouthIndian,QuickBites,4.0,1,3,0.2708416755840072,-1.5721870729502367
Andhra Spicy Food Court,Andhra,QuickBites,3.2,1,1,-1.3249793121986702,0.9429457342421208
Esfahan Restaurant,NorthIndian,CasualDining,3.0,2,0,2.3146741448118937,-0.000689425174539696
Satkar Restaurant,NorthIndian,QuickBites,3.6,1,2,-0.6009221874081387,0.09924359112793578
Ambur Biriyani Classic,Biryani,CasualDining,3.3,2,1,-0.12727114124422562,-1.4981852367317643
Marley's Bistro,Continental,CasualDining,3.9,1,3,-1.3416038744393495,1.6516303370387129
Hyderabad Darbar,Andhra,CasualDining,3.7,2,2,0.5140333635553725,-0.04417715344072216
Z Cafe,Chinese,QuickBites,3.6,1,2,-0.47202346987926846,-0.9671210724534453
Swathi Restaurant - The Vintage Inn,Andhra,CasualDining,3.8,2,2,1.7919409202200287,2.5225975707524118
Paratha House,NorthIndian,QuickBites,3.6,1,2,-0.4244410939570851,-0.279081470365518
Prem's Biriyani,Biryani,QuickBites,3.3,1,1,0.5763213455013592,-0.05510316201299153
Thanima Garden Restaurant,NorthIndian,CasualDining,3.6,2,2,0.41199676823185827,0.40267330969592896
Bhukkads,Chinese,CasualDining,3.2,1,1,-0.5373403530079393,-1.4072696821401758
Karaikudi Restaurant,SouthIndian,QuickBites,3.7,1,2,0.8744785320352111,1.118940184743072
Mamaji's,NorthIndian,CasualDining,3.6,2,2,1.697225872239741,0.6436296601527468
Tuba Rolls & Snacks,Chinese,QuickBites,3.0,1,0,0.5202946231477021,-1.0201378344859329
Kittu's,NorthIndian,CasualDining,4.2,2,4,0.34191382404452875,0.1560005253303852
EC Dine Restaurant,SouthIndian,CasualDining,3.4,2,1,-0.17679467940369115,-0.2650274648795237
Udupi Food Junction,SouthIndian,QuickBites,3.0,1,0,-2.5811163204388086,-0.24636202268770357
Curries 'N' Phulkas,NorthIndian,QuickBites,3.4,1,1,-1.390718192023243,1.8048922952071373
Halli Kitchen,SouthIndian,QuickBites,2.0,1,0,0.41475919958215995,0.5786969853066694
Hotel Uma Bhai,NorthIndian,QuickBites,3.7,1,2,-1.1678050272744327,0.12167009109260427
Vov Shawarma,FastFood,QuickBites,3.2,1,1,1.9071439278068507,0.9029411243336644
7 Shanghai,Chinese,QuickBites,3.0,1,0,0.32125132652000554,0.2078726209289923
Hotel Avakay,Andhra,CasualDining,3.6,2,2,-0.47275197888314563,-0.8605758042652112
Chivi's Meilleurs Boulangers,SouthIndian,QuickBites,3.4,1,1,-1.0960279837784155,-1.1912955365765807
OrganicFeast,NorthIndian,QuickBites,2.9,1,0,-0.21672682049309053,1.249975642372426
Manasa Andhra Style Multi Cuisine Restaurant,NorthIndian,CasualDining,3.6,2,2,1.1790049814162924,0.6981860511373035
Akkad Bakkad,NorthIndian,CasualDining,3.9,2,3,-1.1099945610402115,1.553621833540839
Meat and Eat,FastFood,QuickBites,3.4,2,1,0.12817708552551946,-0.02443357300022645
